Algorithm: Differential Evolution
Objective Function: Ackley
Dimension: 2
Population Size: 8
Max Evaluations: 2000

Generation 0: Best Solution = [ 23.01361496 -23.09996208], Best Fitness = 20.053140482073182, Evaluations = 8
Generation 1: Best Solution = [ 16.17389107 -12.00675299], Best Fitness = 19.48555818384837, Evaluations = 16
Generation 2: Best Solution = [ 16.17389107 -12.00675299], Best Fitness = 18.020486785054622, Evaluations = 24
Generation 3: Best Solution = [-9.17711736 -6.50292094], Best Fitness = 17.885756244340293, Evaluations = 32
Generation 4: Best Solution = [-9.17711736 -6.50292094], Best Fitness = 16.56732035644728, Evaluations = 40
Generation 5: Best Solution = [-9.17711736 -6.50292094], Best Fitness = 16.046158408038547, Evaluations = 48
Generation 6: Best Solution = [-2.83360858 -6.72730506], Best Fitness = 14.397960526345008, Evaluations = 56
Generation 7: Best Solution = [ 2.4665132  -5.01435569], Best Fitness = 12.634929956787325, Evaluations = 64
Generation 8: Best Solution = [ 1.99737901 -1.59715063], Best Fitness = 7.69367448578736, Evaluations = 72
Generation 9: Best Solution = [0.43425466 1.59316818], Best Fitness = 6.466578996017077, Evaluations = 80
Generation 10: Best Solution = [0.43425466 1.59316818], Best Fitness = 6.466578996017077, Evaluations = 88
Generation 11: Best Solution = [0.43425466 1.59316818], Best Fitness = 6.466578996017077, Evaluations = 96
Generation 12: Best Solution = [-0.00616742 -1.721103  ], Best Fitness = 5.533336663941132, Evaluations = 104
Generation 13: Best Solution = [-0.00616742 -1.721103  ], Best Fitness = 5.533336663941132, Evaluations = 112
Generation 14: Best Solution = [0.43425466 1.05360933], Best Fitness = 4.681151288831057, Evaluations = 120
Generation 15: Best Solution = [-0.00616742  1.02777937], Best Fitness = 2.727237618179647, Evaluations = 128
Generation 16: Best Solution = [-0.00616742  1.02777937], Best Fitness = 2.727237618179647, Evaluations = 136
Generation 17: Best Solution = [-0.00616742  1.02777937], Best Fitness = 2.727237618179647, Evaluations = 144
Generation 18: Best Solution = [-0.00616742  1.02777937], Best Fitness = 2.727237618179647, Evaluations = 152
Generation 19: Best Solution = [ 0.32382708 -0.06682356], Best Fitness = 2.3697595512860734, Evaluations = 160
Generation 20: Best Solution = [ 0.2030194  -0.06682356], Best Fitness = 1.4879433119602834, Evaluations = 168
Generation 21: Best Solution = [ 0.2030194  -0.06682356], Best Fitness = 1.4879433119602834, Evaluations = 176
Generation 22: Best Solution = [ 0.2030194  -0.06682356], Best Fitness = 0.34250476655362805, Evaluations = 184
Generation 23: Best Solution = [ 0.2030194  -0.06682356], Best Fitness = 0.34250476655362805, Evaluations = 192
Generation 24: Best Solution = [ 0.2030194  -0.06682356], Best Fitness = 0.34250476655362805, Evaluations = 200
Generation 25: Best Solution = [ 0.2030194  -0.06682356], Best Fitness = 0.34250476655362805, Evaluations = 208
Generation 26: Best Solution = [-0.00616742  0.04701563], Best Fitness = 0.19290945689847705, Evaluations = 216
Generation 27: Best Solution = [0.03235284 0.00804517], Best Fitness = 0.12363158090270376, Evaluations = 224
Generation 28: Best Solution = [0.03235284 0.00804517], Best Fitness = 0.12363158090270376, Evaluations = 232
Generation 29: Best Solution = [0.03235284 0.00804517], Best Fitness = 0.12363158090270376, Evaluations = 240
Generation 30: Best Solution = [-0.02921128  0.01197783], Best Fitness = 0.11564413478709001, Evaluations = 248
Generation 31: Best Solution = [0.02020585 0.00804517], Best Fitness = 0.07406506629566367, Evaluations = 256
Generation 32: Best Solution = [0.00845349 0.01338411], Best Fitness = 0.051436028279824075, Evaluations = 264
Generation 33: Best Solution = [-0.0032572  -0.01056795], Best Fitness = 0.03453156575021454, Evaluations = 272
Generation 34: Best Solution = [-0.0032572  -0.01056795], Best Fitness = 0.03453156575021454, Evaluations = 280
Generation 35: Best Solution = [-0.00325237 -0.00698438], Best Fitness = 0.02337160783914216, Evaluations = 288
Generation 36: Best Solution = [-0.00366657  0.00675784], Best Fitness = 0.023319595488697775, Evaluations = 296
Generation 37: Best Solution = [-0.00167851  0.00384644], Best Fitness = 0.012339052476666001, Evaluations = 304
Generation 38: Best Solution = [-0.00366657 -0.0012701 ], Best Fitness = 0.011376109891774622, Evaluations = 312
Generation 39: Best Solution = [-0.00366657 -0.0012701 ], Best Fitness = 0.011376109891774622, Evaluations = 320
Generation 40: Best Solution = [-0.00366657 -0.0012701 ], Best Fitness = 0.011376109891774622, Evaluations = 328
