Algorithm: Differential Evolution
Objective Function: Ackley
Dimension: 2
Population Size: 8
Max Evaluations: 2000

Generation 0: Best Solution = [ 23.01361496 -23.09996208], Best Fitness = 20.053140482073182, Evaluations = 8
Generation 41: Best Solution = [ 0.00045301 -0.00373049], Best Fitness = 0.011004929948569941, Evaluations = 336
Generation 42: Best Solution = [ 0.00045301 -0.00373049], Best Fitness = 0.011004929948569941, Evaluations = 344
Generation 43: Best Solution = [ 0.00045301 -0.00373049], Best Fitness = 0.005847980594503088, Evaluations = 352
Generation 44: Best Solution = [ 0.0003239  -0.00049741], Best Fitness = 0.0016882635094650489, Evaluations = 360
Generation 45: Best Solution = [ 0.0003239  -0.00049741], Best Fitness = 0.0016882635094650489, Evaluations = 368
Generation 46: Best Solution = [ 0.0003239  -0.00049741], Best Fitness = 0.0016882635094650489, Evaluations = 376
Generation 47: Best Solution = [ 0.0003239  -0.00049741], Best Fitness = 0.0016882635094650489, Evaluations = 384
Generation 48: Best Solution = [ 0.0003239  -0.00049741], Best Fitness = 0.0016882635094650489, Evaluations = 392
Generation 49: Best Solution = [-0.00025127 -0.00032616], Best Fitness = 0.0011690415456233616, Evaluations = 400
Generation 50: Best Solution = [-0.00025127 -0.00032616], Best Fitness = 0.0011690415456233616, Evaluations = 408
Generation 51: Best Solution = [-0.00025127 -0.00032616], Best Fitness = 0.001021019639992904, Evaluations = 416
Generation 52: Best Solution = [ 5.28672827e-05 -9.80285343e-05], Best Fitness = 0.00031534831993385026, Evaluations = 424
Generation 53: Best Solution = [ 5.28672827e-05 -9.80285343e-05], Best Fitness = 0.00031534831993385026, Evaluations = 432
Generation 54: Best Solution = [ 5.28672827e-05 -9.80285343e-05], Best Fitness = 0.00031534831993385026, Evaluations = 440
Generation 55: Best Solution = [ 5.28672827e-05 -9.80285343e-05], Best Fitness = 0.00031534831993385026, Evaluations = 448
Generation 56: Best Solution = [ 5.28672827e-05 -9.80285343e-05], Best Fitness = 0.0002775430555428393, Evaluations = 456
Generation 57: Best Solution = [-4.95026773e-05  6.25864938e-07], Best Fitness = 0.00014009116873525684, Evaluations = 464
Generation 58: Best Solution = [-4.95026773e-05  6.25864938e-07], Best Fitness = 0.00014009116873525684, Evaluations = 472
Generation 59: Best Solution = [2.48546855e-05 3.18272163e-05], Best Fitness = 0.0001142617090690301, Evaluations = 480
Generation 60: Best Solution = [2.48546855e-05 3.18272163e-05], Best Fitness = 0.0001142617090690301, Evaluations = 488
Generation 61: Best Solution = [2.48546855e-05 3.18272163e-05], Best Fitness = 0.0001142617090690301, Evaluations = 496
Generation 62: Best Solution = [2.48546855e-05 3.18272163e-05], Best Fitness = 0.0001142617090690301, Evaluations = 504
Generation 63: Best Solution = [-2.89901049e-05  6.25864938e-07], Best Fitness = 8.203789490979219e-05, Evaluations = 512
Generation 64: Best Solution = [-1.52077296e-05 -6.24923633e-07], Best Fitness = 4.3056425017784505e-05, Evaluations = 520
Generation 65: Best Solution = [-1.52077296e-05 -6.24923633e-07], Best Fitness = 3.7706204875309624e-05, Evaluations = 528
Generation 66: Best Solution = [-1.52077296e-05 -6.24923633e-07], Best Fitness = 3.7706204875309624e-05, Evaluations = 536
Generation 67: Best Solution = [-1.52077296e-05 -6.24923633e-07], Best Fitness = 2.13985058050703e-05, Evaluations = 544
Generation 68: Best Solution = [-2.75610818e-06 -4.49793935e-06], Best Fitness = 1.4921221076935609e-05, Evaluations = 552
Generation 69: Best Solution = [1.97105135e-06 3.62967685e-06], Best Fitness = 1.1682781938748832e-05, Evaluations = 560
Generation 70: Best Solution = [1.97105135e-06 3.62967685e-06], Best Fitness = 1.1682781938748832e-05, Evaluations = 568
Generation 71: Best Solution = [-2.75610818e-06  1.93443206e-06], Best Fitness = 9.524233736346588e-06, Evaluations = 576
Generation 72: Best Solution = [-2.75610818e-06  1.93443206e-06], Best Fitness = 5.571254160674499e-06, Evaluations = 584
Generation 73: Best Solution = [ 3.24097315e-07 -6.24923633e-07], Best Fitness = 1.991130702538868e-06, Evaluations = 592
Generation 74: Best Solution = [ 3.24097315e-07 -6.24923633e-07], Best Fitness = 1.991130702538868e-06, Evaluations = 600
Generation 75: Best Solution = [ 3.24097315e-07 -6.24923633e-07], Best Fitness = 1.991130702538868e-06, Evaluations = 608
Generation 76: Best Solution = [ 3.24097315e-07 -6.24923633e-07], Best Fitness = 1.991130702538868e-06, Evaluations = 616
Generation 77: Best Solution = [ 3.24097315e-07 -6.24923633e-07], Best Fitness = 1.991130702538868e-06, Evaluations = 624
Generation 78: Best Solution = [ 3.24097315e-07 -6.24923633e-07], Best Fitness = 1.991130702538868e-06, Evaluations = 632
Generation 79: Best Solution = [2.05603295e-07 1.74295802e-07], Best Fitness = 7.623758127017766e-07, Evaluations = 640
Generation 80: Best Solution = [2.05603295e-07 1.74295802e-07], Best Fitness = 7.213226607127865e-07, Evaluations = 648
Generation 81: Best Solution = [2.05603295e-07 1.74295802e-07], Best Fitness = 7.213226607127865e-07, Evaluations = 656
Generation 82: Best Solution = [2.05603295e-07 1.74295802e-07], Best Fitness = 7.213226607127865e-07, Evaluations = 664
Generation 83: Best Solution = [ 6.45245926e-08 -2.30296312e-07], Best Fitness = 6.764618061261274e-07, Evaluations = 672
Generation 84: Best Solution = [ 6.45245926e-08 -2.30296312e-07], Best Fitness = 6.764618061261274e-07, Evaluations = 680
Generation 85: Best Solution = [-5.42741453e-08  2.26213494e-07], Best Fitness = 6.579876310475186e-07, Evaluations = 688
Generation 86: Best Solution = [9.85322823e-08 1.74295802e-07], Best Fitness = 5.663058435523283e-07, Evaluations = 696
Generation 87: Best Solution = [ 1.06816249e-07 -1.19821393e-07], Best Fitness = 4.5402163495467107e-07, Evaluations = 704
Generation 88: Best Solution = [ 9.85322823e-08 -7.10139304e-08], Best Fitness = 3.435301754173281e-07, Evaluations = 712
Generation 89: Best Solution = [ 9.85322823e-08 -7.10139304e-08], Best Fitness = 3.435301754173281e-07, Evaluations = 720
Generation 90: Best Solution = [-8.90945286e-10 -4.42934670e-09], Best Fitness = 1.2779012070751605e-08, Evaluations = 728
Generation 91: Best Solution = [-8.90945286e-10 -4.42934670e-09], Best Fitness = 1.2779012070751605e-08, Evaluations = 736
Generation 92: Best Solution = [-8.90945286e-10 -4.42934670e-09], Best Fitness = 1.2779012070751605e-08, Evaluations = 744
Generation 93: Best Solution = [-8.90945286e-10 -4.42934670e-09], Best Fitness = 1.2779012070751605e-08, Evaluations = 752
Generation 94: Best Solution = [-8.90945286e-10 -4.42934670e-09], Best Fitness = 1.2779012070751605e-08, Evaluations = 760
Generation 95: Best Solution = [-8.90945286e-10 -4.42934670e-09], Best Fitness = 1.2779012070751605e-08, Evaluations = 768
Generation 96: Best Solution = [-8.90945286e-10 -4.42934670e-09], Best Fitness = 1.2779012070751605e-08, Evaluations = 776
Generation 97: Best Solution = [-8.90945286e-10 -4.42934670e-09], Best Fitness = 1.2779012070751605e-08, Evaluations = 784
Generation 98: Best Solution = [-8.90945286e-10 -4.42934670e-09], Best Fitness = 1.2779012070751605e-08, Evaluations = 792
Generation 99: Best Solution = [-8.90945286e-10 -4.42934670e-09], Best Fitness = 1.2779012070751605e-08, Evaluations = 800
Generation 100: Best Solution = [-8.90945286e-10 -4.42934670e-09], Best Fitness = 1.2779012070751605e-08, Evaluations = 808
Generation 101: Best Solution = [-8.90945286e-10 -4.42934670e-09], Best Fitness = 1.2779012070751605e-08, Evaluations = 816
Generation 102: Best Solution = [-2.46151803e-09 -2.31949049e-10], Best Fitness = 6.993066126170788e-09, Evaluations = 824
Generation 103: Best Solution = [-2.46151803e-09 -2.31949049e-10], Best Fitness = 6.993066126170788e-09, Evaluations = 832
Generation 104: Best Solution = [-2.46151803e-09 -2.31949049e-10], Best Fitness = 6.993066126170788e-09, Evaluations = 840
Generation 105: Best Solution = [-2.46151803e-09 -2.31949049e-10], Best Fitness = 6.993066126170788e-09, Evaluations = 848
Generation 106: Best Solution = [-2.46151803e-09 -2.31949049e-10], Best Fitness = 6.993066126170788e-09, Evaluations = 856
Generation 107: Best Solution = [3.35462792e-10 2.20063805e-09], Best Fitness = 6.2962475233518944e-09, Evaluations = 864
Generation 108: Best Solution = [3.35462792e-10 2.20063805e-09], Best Fitness = 6.2962475233518944e-09, Evaluations = 872
Generation 109: Best Solution = [3.35462792e-10 2.20063805e-09], Best Fitness = 6.2962475233518944e-09, Evaluations = 880
Generation 110: Best Solution = [-1.36487809e-09 -1.11812154e-09], Best Fitness = 4.9904618215634855e-09, Evaluations = 888
Generation 111: Best Solution = [-8.90945286e-10  4.50758127e-10], Best Fitness = 2.8241342597823405e-09, Evaluations = 896
Generation 112: Best Solution = [-8.90945286e-10  4.50758127e-10], Best Fitness = 2.8241342597823405e-09, Evaluations = 904
Generation 113: Best Solution = [-8.90945286e-10  4.50758127e-10], Best Fitness = 2.8241342597823405e-09, Evaluations = 912
Generation 114: Best Solution = [ 3.35462792e-10 -3.67699713e-10], Best Fitness = 1.4078023191643751e-09, Evaluations = 920
Generation 115: Best Solution = [ 3.35462792e-10 -3.67699713e-10], Best Fitness = 1.4078023191643751e-09, Evaluations = 928
Generation 116: Best Solution = [-1.43335235e-10 -1.16361453e-10], Best Fitness = 5.221854060266651e-10, Evaluations = 936
Generation 117: Best Solution = [-1.43335235e-10 -1.16361453e-10], Best Fitness = 5.221854060266651e-10, Evaluations = 944
Generation 118: Best Solution = [-1.43335235e-10 -1.16361453e-10], Best Fitness = 3.321258823518747e-10, Evaluations = 952
Generation 119: Best Solution = [-1.43335235e-10 -1.16361453e-10], Best Fitness = 3.321258823518747e-10, Evaluations = 960
Generation 120: Best Solution = [-1.43335235e-10 -1.16361453e-10], Best Fitness = 3.321258823518747e-10, Evaluations = 968
Generation 121: Best Solution = [-1.43335235e-10 -1.16361453e-10], Best Fitness = 3.321258823518747e-10, Evaluations = 976
Generation 122: Best Solution = [-1.43335235e-10 -1.16361453e-10], Best Fitness = 3.321258823518747e-10, Evaluations = 984
Generation 123: Best Solution = [-1.43335235e-10 -1.16361453e-10], Best Fitness = 3.321258823518747e-10, Evaluations = 992
Generation 124: Best Solution = [-1.43335235e-10 -1.16361453e-10], Best Fitness = 3.321258823518747e-10, Evaluations = 1000
Generation 125: Best Solution = [-1.57634065e-11  8.73212882e-11], Best Fitness = 2.5097479650071364e-10, Evaluations = 1008
Generation 126: Best Solution = [-1.57634065e-11  8.73212882e-11], Best Fitness = 2.5097479650071364e-10, Evaluations = 1016
Generation 127: Best Solution = [-1.57634065e-11  8.73212882e-11], Best Fitness = 2.5097479650071364e-10, Evaluations = 1024
Generation 128: Best Solution = [-1.57634065e-11  8.73212882e-11], Best Fitness = 2.5097479650071364e-10, Evaluations = 1032
Generation 129: Best Solution = [-1.57634065e-11  8.73212882e-11], Best Fitness = 1.4880585652576883e-10, Evaluations = 1040
Generation 130: Best Solution = [-3.37445936e-11  3.92577024e-11], Best Fitness = 1.464219856472937e-10, Evaluations = 1048
Generation 131: Best Solution = [-3.37445936e-11  3.92577024e-11], Best Fitness = 1.464219856472937e-10, Evaluations = 1056
Generation 132: Best Solution = [ 2.33604525e-11 -1.40186274e-11], Best Fitness = 7.705880378239272e-11, Evaluations = 1064
Generation 133: Best Solution = [ 2.33604525e-11 -1.40186274e-11], Best Fitness = 7.705880378239272e-11, Evaluations = 1072
Generation 134: Best Solution = [ 4.32425217e-12 -5.69112738e-12], Best Fitness = 2.02189376352635e-11, Evaluations = 1080
Generation 135: Best Solution = [ 4.32425217e-12 -5.69112738e-12], Best Fitness = 2.02189376352635e-11, Evaluations = 1088
Generation 136: Best Solution = [ 4.32425217e-12 -5.69112738e-12], Best Fitness = 2.02189376352635e-11, Evaluations = 1096
Generation 137: Best Solution = [ 4.32425217e-12 -5.69112738e-12], Best Fitness = 2.02189376352635e-11, Evaluations = 1104
Generation 138: Best Solution = [ 4.32425217e-12 -5.69112738e-12], Best Fitness = 2.02189376352635e-11, Evaluations = 1112
Generation 139: Best Solution = [ 4.32425217e-12 -5.69112738e-12], Best Fitness = 2.02189376352635e-11, Evaluations = 1120
Generation 140: Best Solution = [ 4.32425217e-12 -5.69112738e-12], Best Fitness = 2.02189376352635e-11, Evaluations = 1128
Generation 141: Best Solution = [ 2.53946085e-12 -1.17751419e-12], Best Fitness = 7.919442879256167e-12, Evaluations = 1136
Generation 142: Best Solution = [ 2.53946085e-12 -1.17751419e-12], Best Fitness = 7.919442879256167e-12, Evaluations = 1144
Generation 143: Best Solution = [ 2.53946085e-12 -1.17751419e-12], Best Fitness = 7.919442879256167e-12, Evaluations = 1152
Generation 144: Best Solution = [ 2.53946085e-12 -1.17751419e-12], Best Fitness = 7.919442879256167e-12, Evaluations = 1160
Generation 145: Best Solution = [7.54724049e-13 1.60628576e-12], Best Fitness = 5.020428517354958e-12, Evaluations = 1168
Generation 146: Best Solution = [7.54724049e-13 1.60628576e-12], Best Fitness = 5.020428517354958e-12, Evaluations = 1176
Generation 147: Best Solution = [ 5.99526660e-13 -3.11693208e-13], Best Fitness = 1.9118040484045196e-12, Evaluations = 1184
Generation 148: Best Solution = [ 5.99526660e-13 -3.11693208e-13], Best Fitness = 1.9118040484045196e-12, Evaluations = 1192
Generation 149: Best Solution = [ 5.99526660e-13 -3.11693208e-13], Best Fitness = 1.9118040484045196e-12, Evaluations = 1200
Generation 150: Best Solution = [ 5.99526660e-13 -3.11693208e-13], Best Fitness = 1.9118040484045196e-12, Evaluations = 1208
Generation 151: Best Solution = [ 5.99526660e-13 -3.11693208e-13], Best Fitness = 1.9118040484045196e-12, Evaluations = 1216
Generation 152: Best Solution = [ 5.99526660e-13 -3.11693208e-13], Best Fitness = 1.9118040484045196e-12, Evaluations = 1224
Generation 153: Best Solution = [-2.93693324e-13  5.79816295e-13], Best Fitness = 1.8407497748285095e-12, Evaluations = 1232
Generation 154: Best Solution = [-1.59070223e-13  1.41278964e-13], Best Fitness = 6.008527009271347e-13, Evaluations = 1240
Generation 155: Best Solution = [-1.59070223e-13  1.41278964e-13], Best Fitness = 5.013767179207207e-13, Evaluations = 1248
Generation 156: Best Solution = [-6.65017255e-14  1.56031090e-13], Best Fitness = 4.800604358479177e-13, Evaluations = 1256
Generation 157: Best Solution = [-6.65017255e-14  1.56031090e-13], Best Fitness = 4.800604358479177e-13, Evaluations = 1264
Generation 158: Best Solution = [-2.30257275e-16  1.41278964e-13], Best Fitness = 3.9834802123550617e-13, Evaluations = 1272
Generation 159: Best Solution = [-2.30257275e-16  1.41278964e-13], Best Fitness = 2.2426505097428162e-13, Evaluations = 1280
Generation 160: Best Solution = [-2.30257275e-16  1.41278964e-13], Best Fitness = 2.2426505097428162e-13, Evaluations = 1288
Generation 161: Best Solution = [-2.30257275e-16  1.41278964e-13], Best Fitness = 2.2426505097428162e-13, Evaluations = 1296
Generation 162: Best Solution = [-2.30257275e-16  1.41278964e-13], Best Fitness = 2.2426505097428162e-13, Evaluations = 1304
Generation 163: Best Solution = [-2.30257275e-16  1.41278964e-13], Best Fitness = 7.860379014346108e-14, Evaluations = 1312
Generation 164: Best Solution = [-2.30257275e-16  1.41278964e-13], Best Fitness = 7.860379014346108e-14, Evaluations = 1320
Generation 165: Best Solution = [-2.30257275e-16  1.41278964e-13], Best Fitness = 7.860379014346108e-14, Evaluations = 1328
Generation 166: Best Solution = [-2.30257275e-16  1.41278964e-13], Best Fitness = 7.860379014346108e-14, Evaluations = 1336
Generation 167: Best Solution = [4.49313891e-15 2.52816567e-14], Best Fitness = 7.505107646466058e-14, Evaluations = 1344
Generation 168: Best Solution = [4.49313891e-15 2.52816567e-14], Best Fitness = 7.505107646466058e-14, Evaluations = 1352
Generation 169: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 2.1760371282653068e-14, Evaluations = 1360
Generation 170: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 2.1760371282653068e-14, Evaluations = 1368
Generation 171: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 3.9968028886505635e-15, Evaluations = 1376
Generation 172: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 3.9968028886505635e-15, Evaluations = 1384
Generation 173: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 3.9968028886505635e-15, Evaluations = 1392
Generation 174: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 3.9968028886505635e-15, Evaluations = 1400
Generation 175: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 3.9968028886505635e-15, Evaluations = 1408
Generation 176: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 3.9968028886505635e-15, Evaluations = 1416
Generation 177: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 3.9968028886505635e-15, Evaluations = 1424
Generation 178: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 3.9968028886505635e-15, Evaluations = 1432
Generation 179: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 3.9968028886505635e-15, Evaluations = 1440
Generation 180: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 3.9968028886505635e-15, Evaluations = 1448
Generation 181: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 3.9968028886505635e-15, Evaluations = 1456
Generation 182: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 3.9968028886505635e-15, Evaluations = 1464
Generation 183: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 3.9968028886505635e-15, Evaluations = 1472
Generation 184: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 3.9968028886505635e-15, Evaluations = 1480
Generation 185: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 3.9968028886505635e-15, Evaluations = 1488
Generation 186: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1496
Generation 187: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1504
Generation 188: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1512
Generation 189: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1520
Generation 190: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1528
Generation 191: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1536
Generation 192: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1544
Generation 193: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1552
Generation 194: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1560
Generation 195: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1568
Generation 196: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1576
Generation 197: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1584
Generation 198: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1592
Generation 199: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1600
Generation 200: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1608
Generation 201: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1616
Generation 202: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1624
Generation 203: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1632
Generation 204: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1640
Generation 205: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1648
Generation 206: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1656
Generation 207: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1664
Generation 208: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1672
Generation 209: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1680
Generation 210: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1688
Generation 211: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1696
Generation 212: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1704
Generation 213: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1712
Generation 214: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1720
Generation 215: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1728
Generation 216: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1736
Generation 217: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1744
Generation 218: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1752
Generation 219: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1760
Generation 220: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1768
Generation 221: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1776
Generation 222: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1784
Generation 223: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1792
Generation 224: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1800
Generation 225: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1808
Generation 226: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1816
Generation 227: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1824
Generation 228: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1832
Generation 229: Best Solution = [ 7.57121096e-16 -7.43856215e-15], Best Fitness = 4.440892098500626e-16, Evaluations = 1840
