Algorithm: Differential Evolution
Objective Function: Sphere
Dimension: 2
Population Size: 8
Max Evaluations: 2000

Generation 0: Best Solution = [ 3.18799138 -0.53615089], Best Fitness = 10.450746787583373, Evaluations = 8
Generation 89: Best Solution = [-6.51361905e-09  1.70708255e-08], Best Fitness = 3.154345459146452e-16, Evaluations = 720
Generation 90: Best Solution = [-6.51361905e-09  1.70708255e-08], Best Fitness = 3.154345459146452e-16, Evaluations = 728
Generation 91: Best Solution = [4.58242937e-10 1.56008950e-08], Best Fitness = 2.43597912041661e-16, Evaluations = 736
Generation 92: Best Solution = [4.58242937e-10 1.56008950e-08], Best Fitness = 2.43597912041661e-16, Evaluations = 744
Generation 93: Best Solution = [-2.62879361e-09  1.33960059e-08], Best Fitness = 1.8636352985242625e-16, Evaluations = 752
Generation 94: Best Solution = [-2.62879361e-09  1.33960059e-08], Best Fitness = 1.8636352985242625e-16, Evaluations = 760
Generation 95: Best Solution = [-4.90116955e-09  1.20954695e-08], Best Fitness = 1.7032184590285134e-16, Evaluations = 768
Generation 96: Best Solution = [-3.47341992e-09  1.08821059e-08], Best Fitness = 1.3048487539999672e-16, Evaluations = 776
Generation 97: Best Solution = [-6.82444434e-10  1.12657926e-08], Best Fitness = 1.2738381270176628e-16, Evaluations = 784
Generation 98: Best Solution = [-3.43460843e-09  8.66176581e-09], Best Fitness = 8.682272205251195e-17, Evaluations = 792
Generation 99: Best Solution = [-3.43460843e-09  8.66176581e-09], Best Fitness = 8.682272205251195e-17, Evaluations = 800
Generation 100: Best Solution = [-3.96937780e-09  6.93453745e-09], Best Fitness = 6.384376976608706e-17, Evaluations = 808
Generation 101: Best Solution = [-3.96937780e-09  6.93453745e-09], Best Fitness = 4.848122125791404e-17, Evaluations = 816
Generation 102: Best Solution = [ 6.27225341e-10 -1.82015644e-09], Best Fitness = 3.706381112220118e-18, Evaluations = 824
Generation 103: Best Solution = [ 6.27225341e-10 -1.82015644e-09], Best Fitness = 3.706381112220118e-18, Evaluations = 832
Generation 104: Best Solution = [ 6.27225341e-10 -1.82015644e-09], Best Fitness = 3.706381112220118e-18, Evaluations = 840
Generation 105: Best Solution = [ 1.18353597e-10 -1.82743039e-09], Best Fitness = 3.3535094073119393e-18, Evaluations = 848
Generation 106: Best Solution = [ 7.39104715e-10 -3.57399717e-10], Best Fitness = 6.740103376759664e-19, Evaluations = 856
Generation 107: Best Solution = [ 7.39104715e-10 -3.57399717e-10], Best Fitness = 6.740103376759664e-19, Evaluations = 864
Generation 108: Best Solution = [ 7.39104715e-10 -3.57399717e-10], Best Fitness = 6.740103376759664e-19, Evaluations = 872
Generation 109: Best Solution = [6.27225341e-10 2.41927700e-10], Best Fitness = 4.519406399770853e-19, Evaluations = 880
Generation 110: Best Solution = [ 4.01063630e-12 -6.35726569e-11], Best Fitness = 4.057567904342106e-21, Evaluations = 888
Generation 111: Best Solution = [ 4.01063630e-12 -6.35726569e-11], Best Fitness = 4.057567904342106e-21, Evaluations = 896
Generation 112: Best Solution = [ 4.01063630e-12 -6.35726569e-11], Best Fitness = 4.057567904342106e-21, Evaluations = 904
Generation 113: Best Solution = [ 4.01063630e-12 -6.35726569e-11], Best Fitness = 4.057567904342106e-21, Evaluations = 912
Generation 114: Best Solution = [-2.78978904e-11 -2.63486233e-11], Best Fitness = 1.4725422391606575e-21, Evaluations = 920
Generation 115: Best Solution = [-1.69249032e-11 -3.33601550e-11], Best Fitness = 1.3993522872976005e-21, Evaluations = 928
Generation 116: Best Solution = [-1.69249032e-11 -3.33601550e-11], Best Fitness = 1.3993522872976005e-21, Evaluations = 936
Generation 117: Best Solution = [-1.69249032e-11 -3.33601550e-11], Best Fitness = 1.3993522872976005e-21, Evaluations = 944
Generation 118: Best Solution = [3.00977301e-11 1.39054515e-11], Best Fitness = 1.0992349386300016e-21, Evaluations = 952
Generation 119: Best Solution = [-4.41177533e-13  5.18990768e-12], Best Fitness = 2.712977936121764e-23, Evaluations = 960
Generation 120: Best Solution = [-4.41177533e-13  5.18990768e-12], Best Fitness = 2.712977936121764e-23, Evaluations = 968
Generation 121: Best Solution = [-4.41177533e-13  5.18990768e-12], Best Fitness = 2.712977936121764e-23, Evaluations = 976
Generation 122: Best Solution = [-4.41177533e-13  5.18990768e-12], Best Fitness = 2.712977936121764e-23, Evaluations = 984
Generation 123: Best Solution = [-4.41177533e-13  5.18990768e-12], Best Fitness = 2.712977936121764e-23, Evaluations = 992
Generation 124: Best Solution = [-4.41177533e-13  5.18990768e-12], Best Fitness = 2.712977936121764e-23, Evaluations = 1000
Generation 125: Best Solution = [-4.41177533e-13  5.18990768e-12], Best Fitness = 2.712977936121764e-23, Evaluations = 1008
Generation 126: Best Solution = [-4.41177533e-13  5.18990768e-12], Best Fitness = 2.712977936121764e-23, Evaluations = 1016
Generation 127: Best Solution = [-2.99425553e-12 -4.01937240e-12], Best Fitness = 2.512092067652968e-23, Evaluations = 1024
Generation 128: Best Solution = [-2.99425553e-12 -4.01937240e-12], Best Fitness = 2.512092067652968e-23, Evaluations = 1032
Generation 129: Best Solution = [-2.99425553e-12 -4.01937240e-12], Best Fitness = 1.6155479348501364e-23, Evaluations = 1040
Generation 130: Best Solution = [ 1.11740813e-14 -2.83288501e-13], Best Fitness = 8.037723478409633e-26, Evaluations = 1048
Generation 131: Best Solution = [ 1.11740813e-14 -2.83288501e-13], Best Fitness = 8.037723478409633e-26, Evaluations = 1056
Generation 132: Best Solution = [ 1.11740813e-14 -2.83288501e-13], Best Fitness = 8.037723478409633e-26, Evaluations = 1064
Generation 133: Best Solution = [ 1.11740813e-14 -2.83288501e-13], Best Fitness = 8.037723478409633e-26, Evaluations = 1072
Generation 134: Best Solution = [ 1.11740813e-14 -2.83288501e-13], Best Fitness = 8.037723478409633e-26, Evaluations = 1080
Generation 135: Best Solution = [ 1.11740813e-14 -2.83288501e-13], Best Fitness = 8.037723478409633e-26, Evaluations = 1088
Generation 136: Best Solution = [ 1.11740813e-14 -2.83288501e-13], Best Fitness = 3.0126235624948907e-26, Evaluations = 1096
Generation 137: Best Solution = [ 1.11740813e-14 -2.83288501e-13], Best Fitness = 3.0126235624948907e-26, Evaluations = 1104
Generation 138: Best Solution = [ 1.11740813e-14 -2.83288501e-13], Best Fitness = 3.0126235624948907e-26, Evaluations = 1112
Generation 139: Best Solution = [ 1.11740813e-14 -2.83288501e-13], Best Fitness = 3.0126235624948907e-26, Evaluations = 1120
Generation 140: Best Solution = [ 1.11740813e-14 -2.83288501e-13], Best Fitness = 3.0126235624948907e-26, Evaluations = 1128
Generation 141: Best Solution = [ 1.11740813e-14 -2.83288501e-13], Best Fitness = 3.0126235624948907e-26, Evaluations = 1136
Generation 142: Best Solution = [ 1.11740813e-14 -2.83288501e-13], Best Fitness = 3.0126235624948907e-26, Evaluations = 1144
Generation 143: Best Solution = [ 1.11740813e-14 -2.83288501e-13], Best Fitness = 3.0126235624948907e-26, Evaluations = 1152
Generation 144: Best Solution = [ 1.11740813e-14 -2.83288501e-13], Best Fitness = 3.0126235624948907e-26, Evaluations = 1160
Generation 145: Best Solution = [ 1.11740813e-14 -2.83288501e-13], Best Fitness = 3.0126235624948907e-26, Evaluations = 1168
Generation 146: Best Solution = [ 1.11740813e-14 -2.83288501e-13], Best Fitness = 3.0126235624948907e-26, Evaluations = 1176
Generation 147: Best Solution = [ 1.11740813e-14 -2.83288501e-13], Best Fitness = 3.0126235624948907e-26, Evaluations = 1184
Generation 148: Best Solution = [-3.29234130e-14  1.46731728e-13], Best Fitness = 2.2614151223800278e-26, Evaluations = 1192
Generation 149: Best Solution = [-3.29234130e-14  1.46731728e-13], Best Fitness = 1.0911719098581084e-27, Evaluations = 1200
Generation 150: Best Solution = [-3.29234130e-14  1.46731728e-13], Best Fitness = 1.0911719098581084e-27, Evaluations = 1208
Generation 151: Best Solution = [-3.29234130e-14  1.46731728e-13], Best Fitness = 1.0911719098581084e-27, Evaluations = 1216
Generation 152: Best Solution = [-3.29234130e-14  1.46731728e-13], Best Fitness = 1.0911719098581084e-27, Evaluations = 1224
Generation 153: Best Solution = [2.26162823e-15 2.14287172e-14], Best Fitness = 4.643048849034049e-28, Evaluations = 1232
Generation 154: Best Solution = [1.35498314e-14 2.68715230e-15], Best Fitness = 1.908187174286951e-28, Evaluations = 1240
Generation 155: Best Solution = [2.39645959e-15 2.68715230e-15], Best Fitness = 1.2963806009513497e-29, Evaluations = 1248
Generation 156: Best Solution = [2.39645959e-15 2.68715230e-15], Best Fitness = 9.75508112494153e-30, Evaluations = 1256
Generation 157: Best Solution = [2.39645959e-15 2.68715230e-15], Best Fitness = 9.75508112494153e-30, Evaluations = 1264
Generation 158: Best Solution = [2.39645959e-15 2.68715230e-15], Best Fitness = 9.75508112494153e-30, Evaluations = 1272
Generation 159: Best Solution = [4.39476928e-16 2.68715230e-15], Best Fitness = 7.413927436043155e-30, Evaluations = 1280
Generation 160: Best Solution = [4.39476928e-16 2.68715230e-15], Best Fitness = 7.413927436043155e-30, Evaluations = 1288
Generation 161: Best Solution = [4.39476928e-16 2.68715230e-15], Best Fitness = 7.413927436043155e-30, Evaluations = 1296
Generation 162: Best Solution = [8.80957716e-16 1.00120493e-16], Best Fitness = 7.861106103421955e-31, Evaluations = 1304
Generation 163: Best Solution = [8.80957716e-16 1.00120493e-16], Best Fitness = 7.861106103421955e-31, Evaluations = 1312
Generation 164: Best Solution = [8.80957716e-16 1.00120493e-16], Best Fitness = 7.861106103421955e-31, Evaluations = 1320
Generation 165: Best Solution = [ 6.36624034e-16 -5.18013457e-17], Best Fitness = 4.079735405570227e-31, Evaluations = 1328
Generation 166: Best Solution = [ 6.36624034e-16 -5.18013457e-17], Best Fitness = 4.079735405570227e-31, Evaluations = 1336
Generation 167: Best Solution = [4.80843395e-16 1.00120493e-16], Best Fitness = 2.412344835970619e-31, Evaluations = 1344
Generation 168: Best Solution = [ 1.29202205e-17 -5.18013457e-17], Best Fitness = 2.850311512324606e-33, Evaluations = 1352
Generation 169: Best Solution = [ 1.29202205e-17 -5.18013457e-17], Best Fitness = 2.850311512324606e-33, Evaluations = 1360
Generation 170: Best Solution = [ 1.29202205e-17 -5.18013457e-17], Best Fitness = 2.850311512324606e-33, Evaluations = 1368
Generation 171: Best Solution = [ 1.29202205e-17 -5.18013457e-17], Best Fitness = 2.850311512324606e-33, Evaluations = 1376
Generation 172: Best Solution = [ 1.29202205e-17 -5.18013457e-17], Best Fitness = 2.850311512324606e-33, Evaluations = 1384
Generation 173: Best Solution = [ 1.29202205e-17 -5.18013457e-17], Best Fitness = 2.833958854669727e-33, Evaluations = 1392
Generation 174: Best Solution = [ 2.79119719e-17 -3.40295199e-17], Best Fitness = 1.937086398135744e-33, Evaluations = 1400
Generation 175: Best Solution = [-2.62450000e-18 -3.43161611e-17], Best Fitness = 1.1844869098737994e-33, Evaluations = 1408
Generation 176: Best Solution = [ 1.21029109e-17 -9.53780715e-18], Best Fitness = 2.3745021732934785e-34, Evaluations = 1416
Generation 177: Best Solution = [-4.55850949e-18  1.38470991e-17], Best Fitness = 2.125221612167376e-34, Evaluations = 1424
Generation 178: Best Solution = [-2.62450000e-18  5.90071331e-18], Best Fitness = 4.170641786108996e-35, Evaluations = 1432
Generation 179: Best Solution = [-2.62450000e-18  5.90071331e-18], Best Fitness = 4.170641786108996e-35, Evaluations = 1440
Generation 180: Best Solution = [-2.62450000e-18  5.90071331e-18], Best Fitness = 4.170641786108996e-35, Evaluations = 1448
Generation 181: Best Solution = [8.22319570e-19 4.26270369e-18], Best Fitness = 1.8846852254253527e-35, Evaluations = 1456
Generation 182: Best Solution = [8.22319570e-19 4.26270369e-18], Best Fitness = 1.8846852254253527e-35, Evaluations = 1464
Generation 183: Best Solution = [8.22319570e-19 4.26270369e-18], Best Fitness = 1.8846852254253527e-35, Evaluations = 1472
Generation 184: Best Solution = [8.22319570e-19 4.26270369e-18], Best Fitness = 1.8846852254253527e-35, Evaluations = 1480
Generation 185: Best Solution = [-2.88751236e-18 -6.82825644e-19], Best Fitness = 8.803978512606641e-36, Evaluations = 1488
Generation 186: Best Solution = [ 1.10138209e-18 -1.55656800e-18], Best Fitness = 3.635946447506936e-36, Evaluations = 1496
Generation 187: Best Solution = [ 1.10138209e-18 -1.55656800e-18], Best Fitness = 3.635946447506936e-36, Evaluations = 1504
Generation 188: Best Solution = [-7.08500307e-19  2.83883658e-19], Best Fitness = 5.8256261690510595e-37, Evaluations = 1512
Generation 189: Best Solution = [-7.08500307e-19  2.83883658e-19], Best Fitness = 2.4786104314648936e-37, Evaluations = 1520
Generation 190: Best Solution = [-7.08500307e-19  2.83883658e-19], Best Fitness = 9.130477342838979e-38, Evaluations = 1528
Generation 191: Best Solution = [-7.08500307e-19  2.83883658e-19], Best Fitness = 9.130477342838979e-38, Evaluations = 1536
Generation 192: Best Solution = [-7.08500307e-19  2.83883658e-19], Best Fitness = 8.457448664454071e-38, Evaluations = 1544
Generation 193: Best Solution = [-7.08500307e-19  2.83883658e-19], Best Fitness = 8.457448664454071e-38, Evaluations = 1552
Generation 194: Best Solution = [-7.08500307e-19  2.83883658e-19], Best Fitness = 8.457448664454071e-38, Evaluations = 1560
Generation 195: Best Solution = [-7.08500307e-19  2.83883658e-19], Best Fitness = 8.457448664454071e-38, Evaluations = 1568
Generation 196: Best Solution = [-7.08500307e-19  2.83883658e-19], Best Fitness = 8.457448664454071e-38, Evaluations = 1576
Generation 197: Best Solution = [-3.86261170e-20 -1.47066385e-19], Best Fitness = 2.312049863622069e-38, Evaluations = 1584
Generation 198: Best Solution = [-3.86261170e-20 -1.47066385e-19], Best Fitness = 2.312049863622069e-38, Evaluations = 1592
Generation 199: Best Solution = [-3.86261170e-20 -1.47066385e-19], Best Fitness = 2.312049863622069e-38, Evaluations = 1600
Generation 200: Best Solution = [-6.31233331e-20  6.40991360e-20], Best Fitness = 8.093254417754571e-39, Evaluations = 1608
Generation 201: Best Solution = [-3.86261170e-20 -5.40227129e-20], Best Fitness = 4.41043042182582e-39, Evaluations = 1616
Generation 202: Best Solution = [ 2.24604621e-20 -2.72469129e-20], Best Fitness = 1.246866621461327e-39, Evaluations = 1624
Generation 203: Best Solution = [ 2.24604621e-20 -2.72469129e-20], Best Fitness = 8.18866253213449e-40, Evaluations = 1632
Generation 204: Best Solution = [ 2.24604621e-20 -2.72469129e-20], Best Fitness = 8.18866253213449e-40, Evaluations = 1640
Generation 205: Best Solution = [ 2.24604621e-20 -2.72469129e-20], Best Fitness = 8.18866253213449e-40, Evaluations = 1648
Generation 206: Best Solution = [7.49863339e-21 2.83238377e-21], Best Fitness = 6.425190047317974e-41, Evaluations = 1656
Generation 207: Best Solution = [7.49863339e-21 2.83238377e-21], Best Fitness = 6.254634167896875e-41, Evaluations = 1664
Generation 208: Best Solution = [7.49863339e-21 2.83238377e-21], Best Fitness = 6.254634167896875e-41, Evaluations = 1672
Generation 209: Best Solution = [7.49863339e-21 2.83238377e-21], Best Fitness = 6.254634167896875e-41, Evaluations = 1680
Generation 210: Best Solution = [7.49863339e-21 2.83238377e-21], Best Fitness = 6.254634167896875e-41, Evaluations = 1688
Generation 211: Best Solution = [7.49863339e-21 2.83238377e-21], Best Fitness = 6.722401697794736e-42, Evaluations = 1696
Generation 212: Best Solution = [7.49863339e-21 2.83238377e-21], Best Fitness = 6.722401697794736e-42, Evaluations = 1704
Generation 213: Best Solution = [7.49863339e-21 2.83238377e-21], Best Fitness = 6.722401697794736e-42, Evaluations = 1712
Generation 214: Best Solution = [7.49863339e-21 2.83238377e-21], Best Fitness = 6.722401697794736e-42, Evaluations = 1720
Generation 215: Best Solution = [7.49863339e-21 2.83238377e-21], Best Fitness = 6.722401697794736e-42, Evaluations = 1728
Generation 216: Best Solution = [7.49863339e-21 2.83238377e-21], Best Fitness = 6.722401697794736e-42, Evaluations = 1736
Generation 217: Best Solution = [7.49863339e-21 2.83238377e-21], Best Fitness = 7.275114507209648e-43, Evaluations = 1744
Generation 218: Best Solution = [-4.15870158e-22 -6.09279224e-22], Best Fitness = 5.4416916157540025e-43, Evaluations = 1752
Generation 219: Best Solution = [-4.15870158e-22 -6.09279224e-22], Best Fitness = 5.4416916157540025e-43, Evaluations = 1760
Generation 220: Best Solution = [-4.15870158e-22 -6.09279224e-22], Best Fitness = 5.4416916157540025e-43, Evaluations = 1768
Generation 221: Best Solution = [-4.15870158e-22 -6.09279224e-22], Best Fitness = 5.4416916157540025e-43, Evaluations = 1776
Generation 222: Best Solution = [-4.15870158e-22 -6.09279224e-22], Best Fitness = 5.4416916157540025e-43, Evaluations = 1784
Generation 223: Best Solution = [-6.28587152e-22 -1.02064506e-22], Best Fitness = 4.055389704935364e-43, Evaluations = 1792
Generation 224: Best Solution = [5.46468426e-22 1.89911307e-22], Best Fitness = 3.3469404496875364e-43, Evaluations = 1800
Generation 225: Best Solution = [5.46468426e-22 1.89911307e-22], Best Fitness = 3.3469404496875364e-43, Evaluations = 1808
Generation 226: Best Solution = [ 1.07835895e-22 -3.45033425e-22], Best Fitness = 1.3067664442215168e-43, Evaluations = 1816
Generation 227: Best Solution = [ 1.07835895e-22 -3.45033425e-22], Best Fitness = 1.2029253902933685e-43, Evaluations = 1824
Generation 228: Best Solution = [-1.07130952e-22 -1.65138996e-22], Best Fitness = 3.8747928810079087e-44, Evaluations = 1832
Generation 229: Best Solution = [-1.07130952e-22 -1.65138996e-22], Best Fitness = 1.6721645013189435e-44, Evaluations = 1840
Generation 230: Best Solution = [-1.07130952e-22 -1.65138996e-22], Best Fitness = 1.6721645013189435e-44, Evaluations = 1848
