Algorithm: Differential Evolution
Objective Function: Sphere
Dimension: 2
Population Size: 8
Max Evaluations: 2000

Generation 0: Best Solution = [ 3.18799138 -0.53615089], Best Fitness = 10.450746787583373, Evaluations = 8
Generation 1: Best Solution = [ 2.52717048 -1.87605515], Best Fitness = 9.906173575446385, Evaluations = 16
Generation 2: Best Solution = [1.50794122 0.10142525], Best Fitness = 2.284173791940718, Evaluations = 24
Generation 3: Best Solution = [0.0831485 1.4002873], Best Fitness = 1.9677182027100004, Evaluations = 32
Generation 4: Best Solution = [0.0831485  0.85596177], Best Fitness = 0.739584216482685, Evaluations = 40
Generation 5: Best Solution = [0.0831485  0.85596177], Best Fitness = 0.739584216482685, Evaluations = 48
Generation 6: Best Solution = [-0.33536508 -0.17940656], Best Fitness = 0.14465645291829424, Evaluations = 56
Generation 7: Best Solution = [-0.33536508 -0.17940656], Best Fitness = 0.14465645291829424, Evaluations = 64
Generation 8: Best Solution = [-0.33536508 -0.17940656], Best Fitness = 0.14465645291829424, Evaluations = 72
Generation 9: Best Solution = [-0.33536508 -0.17940656], Best Fitness = 0.14465645291829424, Evaluations = 80
Generation 10: Best Solution = [ 0.0831485  -0.18754825], Best Fitness = 0.042088020693222906, Evaluations = 88
Generation 11: Best Solution = [ 0.12029057 -0.0455838 ], Best Fitness = 0.016547702520318095, Evaluations = 96
Generation 12: Best Solution = [ 0.12029057 -0.0455838 ], Best Fitness = 0.016547702520318095, Evaluations = 104
Generation 13: Best Solution = [0.04919757 0.07114081], Best Fitness = 0.007481415131474222, Evaluations = 112
Generation 14: Best Solution = [0.04919757 0.07114081], Best Fitness = 0.007481415131474222, Evaluations = 120
Generation 15: Best Solution = [0.04919757 0.07114081], Best Fitness = 0.007481415131474222, Evaluations = 128
Generation 16: Best Solution = [0.04919757 0.07114081], Best Fitness = 0.007481415131474222, Evaluations = 136
Generation 17: Best Solution = [-0.05404464 -0.04049165], Best Fitness = 0.00456039715851355, Evaluations = 144
Generation 18: Best Solution = [0.04222162 0.01057493], Best Fitness = 0.0018944942474227197, Evaluations = 152
Generation 19: Best Solution = [0.04222162 0.01057493], Best Fitness = 0.0018944942474227197, Evaluations = 160
Generation 20: Best Solution = [0.02330738 0.02366443], Best Fitness = 0.0011032394326087284, Evaluations = 168
Generation 21: Best Solution = [ 0.02030438 -0.01078714], Best Fitness = 0.0005286301827822055, Evaluations = 176
Generation 22: Best Solution = [-0.00121233 -0.01078714], Best Fitness = 0.00011783210040426707, Evaluations = 184
Generation 23: Best Solution = [-0.00121233 -0.01078714], Best Fitness = 0.00011783210040426707, Evaluations = 192
Generation 24: Best Solution = [-0.00121233 -0.01078714], Best Fitness = 0.00011783210040426707, Evaluations = 200
Generation 25: Best Solution = [0.00746002 0.00735061], Best Fitness = 0.00010968337405430554, Evaluations = 208
Generation 26: Best Solution = [-0.00121233  0.00284037], Best Fitness = 9.537443973550568e-06, Evaluations = 216
Generation 27: Best Solution = [-0.00121233  0.00284037], Best Fitness = 9.537443973550568e-06, Evaluations = 224
Generation 28: Best Solution = [-0.00121233  0.00284037], Best Fitness = 9.537443973550568e-06, Evaluations = 232
Generation 29: Best Solution = [-0.00121233  0.00284037], Best Fitness = 9.537443973550568e-06, Evaluations = 240
Generation 30: Best Solution = [-0.00121233  0.00284037], Best Fitness = 9.537443973550568e-06, Evaluations = 248
Generation 31: Best Solution = [ 0.00053158 -0.0010871 ], Best Fitness = 1.4643631065881495e-06, Evaluations = 256
Generation 32: Best Solution = [ 0.00053158 -0.0010871 ], Best Fitness = 1.4643631065881495e-06, Evaluations = 264
Generation 33: Best Solution = [ 0.00053158 -0.0010871 ], Best Fitness = 1.4643631065881495e-06, Evaluations = 272
Generation 34: Best Solution = [ 0.00053158 -0.0010871 ], Best Fitness = 1.3508293389862396e-06, Evaluations = 280
Generation 35: Best Solution = [-0.00010562  0.00106408], Best Fitness = 1.143417025391488e-06, Evaluations = 288
Generation 36: Best Solution = [-0.00010562  0.00106408], Best Fitness = 1.143417025391488e-06, Evaluations = 296
Generation 37: Best Solution = [ 0.00036256 -0.00045025], Best Fitness = 3.3417925914422065e-07, Evaluations = 304
Generation 38: Best Solution = [-0.00028592  0.00027732], Best Fitness = 1.5865603631823794e-07, Evaluations = 312
Generation 39: Best Solution = [-0.00028592  0.00027732], Best Fitness = 1.5865603631823794e-07, Evaluations = 320
Generation 40: Best Solution = [-0.00028592  0.00027732], Best Fitness = 1.5865603631823794e-07, Evaluations = 328
Generation 41: Best Solution = [-0.00028592  0.00027732], Best Fitness = 1.5865603631823794e-07, Evaluations = 336
Generation 42: Best Solution = [-0.00022793  0.0001209 ], Best Fitness = 6.657023809930572e-08, Evaluations = 344
Generation 43: Best Solution = [-0.00022793  0.0001209 ], Best Fitness = 6.657023809930572e-08, Evaluations = 352
Generation 44: Best Solution = [-0.0002196   0.00013094], Best Fitness = 6.53682980899418e-08, Evaluations = 360
Generation 45: Best Solution = [-0.0002196   0.00013094], Best Fitness = 2.5378534343404626e-08, Evaluations = 368
Generation 46: Best Solution = [-5.85082971e-05  9.56868157e-05], Best Fitness = 1.257918753127615e-08, Evaluations = 376
Generation 47: Best Solution = [-4.65477722e-05 -2.14234128e-05], Best Fitness = 2.625657717281789e-09, Evaluations = 384
Generation 48: Best Solution = [-4.65477722e-05 -2.14234128e-05], Best Fitness = 2.625657717281789e-09, Evaluations = 392
Generation 49: Best Solution = [-4.65477722e-05 -2.14234128e-05], Best Fitness = 2.625657717281789e-09, Evaluations = 400
Generation 50: Best Solution = [-4.65477722e-05 -2.14234128e-05], Best Fitness = 2.625657717281789e-09, Evaluations = 408
Generation 51: Best Solution = [-2.63863733e-05 -2.80494679e-05], Best Fitness = 1.4830133486692046e-09, Evaluations = 416
Generation 52: Best Solution = [-2.32616206e-06  1.07935678e-06], Best Fitness = 6.576041001542545e-12, Evaluations = 424
Generation 53: Best Solution = [-2.32616206e-06  1.07935678e-06], Best Fitness = 6.576041001542545e-12, Evaluations = 432
Generation 54: Best Solution = [-2.32616206e-06  1.07935678e-06], Best Fitness = 6.576041001542545e-12, Evaluations = 440
Generation 55: Best Solution = [-2.32616206e-06  1.07935678e-06], Best Fitness = 6.576041001542545e-12, Evaluations = 448
Generation 56: Best Solution = [-2.32616206e-06  1.07935678e-06], Best Fitness = 6.576041001542545e-12, Evaluations = 456
Generation 57: Best Solution = [-2.32616206e-06  1.07935678e-06], Best Fitness = 6.576041001542545e-12, Evaluations = 464
Generation 58: Best Solution = [-2.32616206e-06  1.07935678e-06], Best Fitness = 2.3389443252191647e-12, Evaluations = 472
Generation 59: Best Solution = [-2.32616206e-06  1.07935678e-06], Best Fitness = 2.3389443252191647e-12, Evaluations = 480
Generation 60: Best Solution = [-2.32616206e-06  1.07935678e-06], Best Fitness = 2.3389443252191647e-12, Evaluations = 488
Generation 61: Best Solution = [-2.32616206e-06  1.07935678e-06], Best Fitness = 2.3389443252191647e-12, Evaluations = 496
Generation 62: Best Solution = [-2.32616206e-06  1.07935678e-06], Best Fitness = 2.3389443252191647e-12, Evaluations = 504
Generation 63: Best Solution = [-2.32616206e-06  1.07935678e-06], Best Fitness = 1.8803893203389696e-12, Evaluations = 512
Generation 64: Best Solution = [-2.32616206e-06  1.07935678e-06], Best Fitness = 1.8803893203389696e-12, Evaluations = 520
Generation 65: Best Solution = [-2.32616206e-06  1.07935678e-06], Best Fitness = 1.8803893203389696e-12, Evaluations = 528
Generation 66: Best Solution = [ 4.48901966e-07 -8.40509400e-07], Best Fitness = 9.079690263869307e-13, Evaluations = 536
Generation 67: Best Solution = [ 4.48901966e-07 -8.40509400e-07], Best Fitness = 9.079690263869307e-13, Evaluations = 544
Generation 68: Best Solution = [ 4.48901966e-07 -8.40509400e-07], Best Fitness = 6.263764782230943e-13, Evaluations = 552
Generation 69: Best Solution = [ 4.48901966e-07 -8.40509400e-07], Best Fitness = 6.263764782230943e-13, Evaluations = 560
Generation 70: Best Solution = [-5.7845601e-07  4.9157259e-08], Best Fitness = 3.3702779122474857e-13, Evaluations = 568
Generation 71: Best Solution = [-5.7845601e-07  4.9157259e-08], Best Fitness = 3.3702779122474857e-13, Evaluations = 576
Generation 72: Best Solution = [ 2.89254901e-07 -2.02996959e-07], Best Fitness = 1.248761630650149e-13, Evaluations = 584
Generation 73: Best Solution = [6.28779368e-08 1.15570856e-07], Best Fitness = 1.7310257755411513e-14, Evaluations = 592
Generation 74: Best Solution = [6.28779368e-08 1.15570856e-07], Best Fitness = 1.7310257755411513e-14, Evaluations = 600
Generation 75: Best Solution = [6.28779368e-08 1.15570856e-07], Best Fitness = 1.7310257755411513e-14, Evaluations = 608
Generation 76: Best Solution = [6.28779368e-08 1.15570856e-07], Best Fitness = 1.7310257755411513e-14, Evaluations = 616
Generation 77: Best Solution = [6.28779368e-08 1.15570856e-07], Best Fitness = 1.7310257755411513e-14, Evaluations = 624
Generation 78: Best Solution = [5.14817101e-08 4.88638825e-08], Best Fitness = 5.038045486208204e-15, Evaluations = 632
Generation 79: Best Solution = [2.05206700e-08 4.80947759e-08], Best Fitness = 2.734205365202593e-15, Evaluations = 640
Generation 80: Best Solution = [2.05206700e-08 4.80947759e-08], Best Fitness = 2.734205365202593e-15, Evaluations = 648
Generation 81: Best Solution = [2.05206700e-08 4.80947759e-08], Best Fitness = 2.734205365202593e-15, Evaluations = 656
Generation 82: Best Solution = [-6.51361905e-09  1.70708255e-08], Best Fitness = 3.338403160336382e-16, Evaluations = 664
Generation 83: Best Solution = [-6.51361905e-09  1.70708255e-08], Best Fitness = 3.154345459146452e-16, Evaluations = 672
Generation 84: Best Solution = [-6.51361905e-09  1.70708255e-08], Best Fitness = 3.154345459146452e-16, Evaluations = 680
Generation 85: Best Solution = [-6.51361905e-09  1.70708255e-08], Best Fitness = 3.154345459146452e-16, Evaluations = 688
Generation 86: Best Solution = [-6.51361905e-09  1.70708255e-08], Best Fitness = 3.154345459146452e-16, Evaluations = 696
Generation 87: Best Solution = [-6.51361905e-09  1.70708255e-08], Best Fitness = 3.154345459146452e-16, Evaluations = 704
Generation 88: Best Solution = [-6.51361905e-09  1.70708255e-08], Best Fitness = 3.154345459146452e-16, Evaluations = 712
