Algorithm: Cross-Entropy Method
Objective Function: Rastrigin
Dimension: 10
Population Size: 8
Max Evaluations: 10000

  3.4881109  -4.0157739   2.94974499 -1.96754127], Best Fitness = 106.32624499291167, Evaluations = 592
Generation 75: Best Solution = [-0.06604733 -0.98534254  2.00087833 -0.97251662 -1.62269774 -4.07411557
  3.48620437 -4.01766982  2.95205355 -1.96813815], Best Fitness = 105.99120787802731, Evaluations = 600
Generation 76: Best Solution = [-0.06598127 -0.98365783  2.01041565 -0.96729989 -1.62359875 -4.07231081
  3.48834845 -4.01123876  2.95657822 -1.96662216], Best Fitness = 105.90291613548031, Evaluations = 608
Generation 77: Best Solution = [-0.06502741 -0.98520634  2.00706227 -0.97051829 -1.62299116 -4.07232645
  3.48732983 -4.01303321  2.96071807 -1.95477471], Best Fitness = 105.94372930236868, Evaluations = 616
Generation 78: Best Solution = [-0.06884254 -0.98685733  2.00911946 -0.97719271 -1.62600274 -4.07286725
  3.48824054 -4.00825748  2.95236741 -1.96605674], Best Fitness = 105.80555814507028, Evaluations = 624
Generation 79: Best Solution = [-0.06836908 -0.99172992  2.0061813  -0.98083702 -1.6285329  -4.06835074
  3.48940553 -4.01293476  2.95115247 -1.96892542], Best Fitness = 105.53482056321792, Evaluations = 632
Generation 80: Best Solution = [-0.06516743 -0.99263853  2.00229403 -0.98329659 -1.62213875 -4.06472601
  3.48686104 -4.0116754   2.95867088 -1.96264331], Best Fitness = 105.48478425809049, Evaluations = 640
Generation 81: Best Solution = [-0.06185965 -0.99003319  2.00561649 -0.98090364 -1.62445909 -4.06299106
  3.48380379 -4.0109742   2.95303835 -1.96734968], Best Fitness = 105.25674956152886, Evaluations = 648
Generation 82: Best Solution = [-0.05211788 -0.9943324   2.01027114 -0.98519818 -1.62011578 -4.06172841
  3.47502163 -4.00799479  2.959887   -1.9650118 ], Best Fitness = 104.96318359037754, Evaluations = 656
Generation 83: Best Solution = [-0.05746621 -0.99205863  2.00638606 -0.98230851 -1.62164953 -4.05899292
  3.47425409 -4.00593054  2.95994398 -1.97248011], Best Fitness = 104.818083986508, Evaluations = 664
Generation 84: Best Solution = [-0.05450222 -0.98847939  2.00860009 -0.9893209  -1.62357268 -4.06044541
  3.47861639 -4.00269156  2.96049693 -1.9712568 ], Best Fitness = 104.76029916398555, Evaluations = 672
Generation 85: Best Solution = [-0.0549602  -0.98300358  2.00505039 -0.98353525 -1.62679229 -4.05900128
  3.48059059 -4.00147122  2.96428828 -1.97073112], Best Fitness = 104.5974849697059, Evaluations = 680
Generation 86: Best Solution = [-0.05059972 -0.98331858  2.00874352 -0.98526336 -1.63105967 -4.05639366
  3.4775909  -4.00314756  2.96917607 -1.97426552], Best Fitness = 104.17485791824939, Evaluations = 688
Generation 87: Best Solution = [-0.0400708  -0.982641    2.00198989 -0.98893396 -1.62636733 -4.05653283
  3.48015746 -3.99285371  2.97437654 -1.97725903], Best Fitness = 104.06216031571118, Evaluations = 696
Generation 88: Best Solution = [-0.04095719 -0.98120325  2.00909608 -0.99225264 -1.63229249 -4.04963626
  3.48095416 -3.99138277  2.97394542 -1.97960513], Best Fitness = 103.66889126577287, Evaluations = 704
Generation 89: Best Solution = [-0.03802403 -0.98128648  2.0102858  -0.99509084 -1.63586236 -4.05112157
  3.4803296  -3.99038377  2.97541807 -1.98069062], Best Fitness = 103.49262308725456, Evaluations = 712
Generation 90: Best Solution = [-0.03807608 -0.97872504  2.00580552 -0.9904462  -1.63961329 -4.04802517
  3.47283016 -3.98810829  2.97430991 -1.97852835], Best Fitness = 103.11193697772202, Evaluations = 720
Generation 91: Best Solution = [-0.03959644 -0.98232889  2.01261854 -0.99387185 -1.6388115  -4.03385084
  3.46668997 -3.98642529  2.97040563 -1.98365245], Best Fitness = 102.73877384401175, Evaluations = 728
Generation 92: Best Solution = [-0.03866759 -0.98048633  2.00505145 -0.98604075 -1.63970483 -4.03636476
  3.46436968 -3.99004528  2.97169154 -1.98135559], Best Fitness = 102.67222840808634, Evaluations = 736
Generation 93: Best Solution = [-0.0366566  -0.97391127  2.01258368 -0.98755061 -1.64632495 -4.04142505
  3.46725177 -3.98773712  2.97309259 -1.98241693], Best Fitness = 102.59433356800946, Evaluations = 744
Generation 94: Best Solution = [-0.03203049 -0.98036613  2.00495109 -0.98053163 -1.64306076 -4.02484119
  3.46797048 -3.99734873  2.96893904 -1.97746312], Best Fitness = 102.36631954585908, Evaluations = 752
Generation 95: Best Solution = [-0.03247554 -0.97378863  2.01234918 -0.9819263  -1.65033874 -4.02957333
  3.46064704 -3.99666764  2.96965178 -1.97749975], Best Fitness = 102.0519917079875, Evaluations = 760
Generation 96: Best Solution = [-0.03058537 -0.96875255  2.01728528 -0.98489453 -1.65623838 -4.03156771
  3.45359436 -3.99565066  2.96759884 -1.98268998], Best Fitness = 101.6855344957916, Evaluations = 768
Generation 97: Best Solution = [-0.03374508 -0.96901793  2.01775435 -0.98855068 -1.65815848 -4.02726873
  3.45457823 -4.00239837  2.96418191 -1.97793638], Best Fitness = 101.6566025244702, Evaluations = 776
Generation 98: Best Solution = [-0.03058886 -0.97019052  2.01962922 -0.99476584 -1.66545491 -4.02767983
  3.45271141 -4.00196794  2.96560695 -1.96937401], Best Fitness = 101.25361650308479, Evaluations = 784
Generation 99: Best Solution = [-0.02471519 -0.97139321  2.02158982 -0.9894845  -1.66596647 -4.02496296
  3.46151543 -4.00253658  2.9661897  -1.97278195], Best Fitness = 101.31537196432525, Evaluations = 792
Generation 100: Best Solution = [-0.01709544 -0.97231645  2.02237892 -0.98495895 -1.66366485 -4.02438671
  3.45475833 -4.00217496  2.97155128 -1.98235227], Best Fitness = 101.13373610473703, Evaluations = 800
Generation 101: Best Solution = [-0.01419031 -0.97704342  2.02796004 -0.98452779 -1.66500348 -4.02187148
  3.44883418 -3.99879105  2.98130453 -1.98899238], Best Fitness = 100.82346164341703, Evaluations = 808
Generation 102: Best Solution = [-0.02333242 -0.97350731  2.01330815 -0.98878713 -1.66950118 -4.02425582
  3.44483825 -3.99535473  2.96255944 -1.9752239 ], Best Fitness = 100.54137760771413, Evaluations = 816
Generation 103: Best Solution = [-0.02807563 -0.97300697  2.01763876 -0.98606854 -1.67028433 -4.02276232
  3.44786396 -3.9935131   2.96868737 -1.98179057], Best Fitness = 100.57682365518326, Evaluations = 824
Generation 104: Best Solution = [-0.03448098 -0.98149433  2.00796807 -0.99205197 -1.67221972 -4.0171443
  3.44531339 -3.9864269   2.95865158 -1.97258202], Best Fitness = 100.33539055263734, Evaluations = 832
Generation 105: Best Solution = [-0.03069619 -0.98663357  2.00274178 -0.9972673  -1.67443384 -4.01740225
  3.43903275 -3.98530591  2.96032352 -1.96965259], Best Fitness = 99.93890709290004, Evaluations = 840
Generation 106: Best Solution = [-0.03084033 -0.97897695  2.00575222 -0.99779481 -1.68019149 -4.02008393
  3.437394   -3.98773649  2.96343122 -1.97098532], Best Fitness = 99.64915059649542, Evaluations = 848
Generation 107: Best Solution = [-0.03275952 -0.9843165   2.00241945 -0.99030978 -1.68007373 -4.02099239
  3.43411851 -3.99060311  2.96114341 -1.9738452 ], Best Fitness = 99.55776012338096, Evaluations = 856
Generation 108: Best Solution = [-0.03822039 -0.9842144   2.00303117 -0.99251405 -1.679499   -4.02797859
  3.42718253 -3.98951778  2.95588673 -1.97547847], Best Fitness = 99.59695164183542, Evaluations = 864
Generation 109: Best Solution = [-0.03135645 -0.98359391  2.00384725 -0.99210991 -1.68379088 -4.01971456
  3.4343983  -3.99509169  2.96812489 -1.96784502], Best Fitness = 99.34936927545719, Evaluations = 872
Generation 110: Best Solution = [-0.03078348 -0.98124521  2.00802603 -0.99346285 -1.6909582  -4.01838846
  3.43358199 -3.99244876  2.9676694  -1.97320676], Best Fitness = 98.88833185934386, Evaluations = 880
Generation 111: Best Solution = [-0.03570216 -0.97701264  2.01129088 -0.99038816 -1.702756   -4.02119945
  3.43383777 -3.99371767  2.97285524 -1.98052872], Best Fitness = 98.34039001324939, Evaluations = 888
Generation 112: Best Solution = [-0.03181347 -0.97940915  2.00936745 -0.99731373 -1.70631173 -4.02180168
  3.43441855 -3.99269437  2.97468337 -1.98020051], Best Fitness = 98.06842665325128, Evaluations = 896
Generation 113: Best Solution = [-0.02920492 -0.98193527  2.00426815 -1.00323591 -1.70672849 -4.01809327
  3.42906531 -3.99484179  2.96475402 -1.97960182], Best Fitness = 97.81495942161376, Evaluations = 904
Generation 114: Best Solution = [-0.02502508 -0.97942221  2.00173394 -1.00335136 -1.70937627 -4.01949255
  3.42120518 -4.0032695   2.95808399 -1.98452114], Best Fitness = 97.47408930563924, Evaluations = 912
Generation 115: Best Solution = [-0.02508086 -0.97899404  2.00111891 -1.00233468 -1.71109523 -4.01981146
  3.42098515 -3.99851472  2.9626895  -1.98511776], Best Fitness = 97.28456184948642, Evaluations = 920
Generation 116: Best Solution = [-0.02227052 -0.97795135  1.99969342 -1.00431872 -1.71635656 -4.01792108
  3.42126887 -3.99872044  2.95785781 -1.98331201], Best Fitness = 96.99488749079957, Evaluations = 928
Generation 117: Best Solution = [-0.01749547 -0.97636639  1.99159088 -1.00316115 -1.71902568 -4.01865664
  3.41682671 -3.99417016  2.95247585 -1.98323968], Best Fitness = 96.6682436746353, Evaluations = 936
Generation 118: Best Solution = [-0.02011559 -0.97253108  1.99670617 -1.00158775 -1.71957034 -4.01564346
  3.41036069 -3.99928832  2.95484137 -1.98079789], Best Fitness = 96.40567532701846, Evaluations = 944
Generation 119: Best Solution = [-0.02637342 -0.97094273  2.00292839 -1.00036647 -1.72506657 -4.01279212
  3.41114587 -4.00150674  2.96176739 -1.98375494], Best Fitness = 96.10824107498858, Evaluations = 952
Generation 120: Best Solution = [-0.00842306 -0.97176511  1.99522174 -0.99800767 -1.72871746 -4.01240898
  3.41230098 -4.00620837  2.95635196 -1.98444362], Best Fitness = 95.86952570576068, Evaluations = 960
Generation 121: Best Solution = [-2.88534364e-03 -9.73596272e-01  1.99425144e+00 -9.90909636e-01
 -1.72536580e+00 -4.01578000e+00  3.39812945e+00 -3.99917436e+00
  2.94975532e+00 -1.98648772e+00], Best Fitness = 95.50148636400606, Evaluations = 968
Generation 122: Best Solution = [-0.00891177 -0.97915483  1.99592375 -1.00261328 -1.73311745 -4.01029101
  3.40260596 -4.00654505  2.95210525 -1.9846208 ], Best Fitness = 95.19311523449211, Evaluations = 976
Generation 123: Best Solution = [-2.98253287e-04 -9.82598903e-01  1.99170077e+00 -1.00569711e+00
 -1.73750252e+00 -4.01038615e+00  3.39766702e+00 -4.00144930e+00
  2.95128624e+00 -1.98781794e+00], Best Fitness = 94.64621403580576, Evaluations = 984
Generation 124: Best Solution = [-9.51409447e-04 -9.84056747e-01  1.99093520e+00 -9.98508783e-01
 -1.73711569e+00 -4.00981191e+00  3.39867357e+00 -4.00167025e+00
  2.95086787e+00 -1.98764411e+00], Best Fitness = 94.68699438576621, Evaluations = 992
Generation 125: Best Solution = [ 0.00445808 -0.98527055  1.99720649 -1.00372541 -1.73937242 -4.00544385
  3.39749716 -4.00272412  2.95495925 -1.99079923], Best Fitness = 94.43271532424505, Evaluations = 1000
Generation 126: Best Solution = [ 0.00666666 -0.98472393  2.00036546 -1.00192533 -1.73912594 -4.01000906
  3.39295082 -4.00042241  2.9586452  -1.99173647], Best Fitness = 94.24507913736558, Evaluations = 1008
Generation 127: Best Solution = [ 1.86388020e-03 -9.79437823e-01  1.99829700e+00 -1.00326205e+00
 -1.74218964e+00 -4.00344608e+00  3.38569233e+00 -3.99848831e+00
  2.95326937e+00 -1.99147543e+00], Best Fitness = 93.7125816599763, Evaluations = 1016
Generation 128: Best Solution = [ 3.34113070e-03 -9.80747542e-01  1.99759245e+00 -1.00106269e+00
 -1.74855040e+00 -3.99384194e+00  3.39195948e+00 -3.99969282e+00
